Streets_q0004_Streets,Trip_specific _q0005_Trip_purpose,Trip_specific _q0006_Trip_frequency,Trip_specific _q0007.0001_6_Trip_Companionship,Trip_specific _q0008.0001_7_Streets_Visiting_time,Trip_specific _q0017_0001_Walking,Trip_specific _q0017_0002_Cycling,Trip_specific _q0017_0003_Two_Wheelers,Trip_specific _q0017_0004_Public_Transport,Trip_specific _q0017_0005_Adaptive_Transport,Trip_specific _q0017_0006_Paratransit,Trip_specific _q0017_0007_Car_Sharing,Trip_specific _q0017_0008_Motor_vehicle_driving,Weather_q0018.0001.1_10_Summer_with_Pedestrianization,Weather_q0018.0002.1_10_Summer_without_Pedestrianization,Weather_q0018.0003.1_10_Winter_without_Pedestrianization,UrbanDesign_q0014_0004_Intersection_Safety,UrbanDesign_q0014_0005_Universal_Accessibility,UrbanDesign_q0014_0006_Attractiveness,UrbanDesign_q0014_0007_PersonalSecurity,UrbanDesign_q0014_0008_Cleanliness,UrbanDesign_q0014_0009_StreetFurniture,Mutual_q0019_0001_Cyclist_Regarding_speed,Mutual_q0019_0002_Cyclist_Regarding_Priority_Crossing,Mutual_q0021_0001_Pedestrain_SharingRoad,Mutual_q0021_0002_Pedestrian_Priority_Crossing,GeneralOpinion_q0022_0001_HangOut_More_Often,GeneralOpinion_q0022_0002_HangOut_LongTime,GeneralOpinion_q0022_0003_HangOut_More_Shops,GeneralOpinion_q0022_0004_Change_Route_ForPassing,GeneralOpinion_q0022_0005_Changig_Route_to_Avoid,GeneralOpinion_q0023_0001_General_Satisfaction,GeneralOpinion_q0023_0002_Continuation_Future_Pedestrianization,GeneralOpinion_q0023_0003_Extend_Pedestrianization_To_Commercials,GeneralOpinion_q0025_Impact_on_Mobility,Socioeconomic_q0015.0001_8_Accessibility_Transportation_Options,Socioeconomic_q0016_0001_0003_Motorized_vehicle_ownership,Socioeconomic_q0020_Being_Cyclist,Socioeconomic_q0026_Gender,Socioeconomic_q0027_No_Households,Socioeconomic_q0030_Mobility_Restriction,Socioeconomic_q0031_0001_Disability_Walking,Socioeconomic_q0031_0002_Disability_Bike,Socioeconomic_q0031_0003_Bus_Disability,q0014_0001_Y1,q0014_0002_Y2
1,1,2,3,5,5,1,0,4,3,1,1,4,4,1,4,1,-2,1,1,-1,0,2,2,0,0,3,3,3,3,4,0,0,0,3,3,1,1,1,4,2,1,2,1,-1,-1
1,1,4,4,4,5,4,3,1,1,1,3,4,1,1,4,1,1,2,2,2,2,5,4,0,0,5,5,5,5,1,2,2,2,5,7,1,1,1,4,1,2,2,2,2,1
1,1,3,3,6,4,3,1,3,1,1,1,3,1,1,1,1,1,2,1,1,1,1,2,0,0,5,5,5,5,1,2,2,2,5,6,1,1,1,2,1,2,2,2,-2,-2
3,2,3,3,6,5,3,1,4,1,2,1,3,2,2,1,-1,1,1,1,-1,1,3,2,2,1,5,5,5,5,1,2,2,2,5,6,0,2,1,2,1,2,2,2,-1,-1
5,6,3,4,4,5,4,2,3,1,1,1,3,1,1,4,-2,1,2,2,1,-1,1,2,0,0,5,5,5,5,1,2,2,2,5,4,0,1,1,4,1,2,2,2,-1,-1
1,1,3,3,5,5,4,1,1,1,1,1,3,1,2,1,2,0,1,2,1,1,5,5,5,5,5,5,5,5,1,2,2,2,5,4,1,2,1,3,1,2,2,2,2,2
1,5,2,4,6,5,5,1,2,1,1,1,3,2,9,9,1,1,2,2,2,2,4,4,4,4,5,5,5,5,1,2,2,2,5,4,1,2,1,4,1,2,2,2,2,1
14,5,3,2,5,5,1,1,4,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,0,0,5,5,3,5,1,1,1,1,5,1,0,1,1,1,1,2,1,2,-2,-1
1,5,3,3,6,4,4,1,2,1,1,1,3,2,2,1,1,0,1,1,1,1,2,2,5,5,5,5,4,4,3,1,1,0,4,4,1,2,1,2,1,2,2,2,-1,-1
6,2,1,2,4,5,4,1,4,1,1,3,3,2,2,2,-2,0,1,1,1,1,3,3,5,0,4,3,4,2,5,0,0,0,3,4,0,2,1,2,1,2,2,2,1,1
1,1,2,2,4,5,1,1,2,2,1,1,1,6,6,6,-1,-2,-1,-1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,3,3,0,2,1,1,2,1,1,2,-2,-2
1,6,3,1,5,5,4,1,2,1,1,1,3,1,1,1,1,0,-1,-2,2,-1,1,1,4,4,4,4,4,4,3,2,2,2,4,4,1,2,2,4,1,2,2,2,-2,-1
7,5,3,3,6,4,5,1,2,1,1,1,3,2,2,1,1,1,1,1,1,1,4,4,3,2,4,3,3,2,2,1,1,1,3,4,1,2,1,2,1,2,2,2,1,1
1,5,2,3,5,5,2,1,2,1,1,3,4,1,1,4,2,1,2,2,2,2,5,3,4,3,5,5,5,5,1,2,2,2,5,6,1,2,2,2,1,2,2,2,1,1
1,6,2,3,5,5,4,1,3,1,1,2,1,2,2,1,1,1,1,1,1,1,3,3,4,4,3,3,3,4,2,2,2,2,5,5,0,2,1,1,1,2,2,2,-1,-1
1,5,4,1,6,5,1,1,4,1,1,1,1,1,1,1,2,0,2,2,2,2,4,2,0,0,3,4,1,4,1,2,2,2,5,3,0,1,2,1,1,2,2,2,1,1
1,6,3,3,6,4,5,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,4,3,4,3,4,3,1,4,2,2,2,2,5,4,0,2,1,2,1,2,2,2,1,1
14,6,4,3,6,5,4,1,4,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,2,2,4,4,3,3,3,4,2,2,2,2,4,6,0,2,2,4,1,2,2,2,1,-1
1,3,3,1,2,4,1,1,1,3,3,1,1,6,6,6,-1,-1,1,1,1,-1,2,2,0,0,3,3,3,3,3,0,0,0,2,7,0,1,1,2,2,2,1,1,-1,-1
1,1,3,4,6,5,1,1,1,1,1,1,4,1,1,1,1,-1,1,2,-2,1,2,1,0,0,3,3,3,3,3,-1,1,-1,3,7,1,1,1,2,1,2,1,2,-1,-1
1,6,4,1,4,5,5,1,2,1,2,1,1,2,2,1,2,2,2,2,1,2,4,2,0,0,5,5,5,5,1,2,2,1,5,6,0,2,2,1,1,2,2,2,-1,-1
1,1,4,4,5,5,4,1,4,1,3,1,3,1,1,1,2,1,2,2,2,2,4,4,5,4,5,5,4,5,1,2,2,2,5,6,1,2,1,4,1,2,2,2,2,1
1,6,4,1,6,5,5,1,3,0,3,2,1,2,2,3,2,2,1,2,1,1,4,3,4,4,3,3,3,2,4,2,1,1,3,4,0,2,1,3,2,1,2,2,1,1
1,1,4,1,5,4,4,1,1,1,1,1,1,2,2,3,2,2,1,2,1,1,4,4,5,5,4,5,3,3,1,1,2,2,5,4,0,2,1,1,1,2,2,2,1,2
1,2,2,2,5,4,4,1,3,1,1,3,1,2,2,2,1,0,1,0,1,-1,4,4,3,2,5,5,4,4,3,2,2,2,5,6,0,2,1,1,1,2,2,2,2,2
1,1,4,4,5,5,4,1,4,1,3,1,0,2,2,1,2,0,1,2,1,1,5,4,5,4,5,5,5,5,1,2,2,2,5,4,0,2,1,4,1,2,2,2,2,2
1,5,3,4,6,5,2,2,3,1,1,1,3,1,1,1,2,2,2,2,2,2,3,3,0,0,5,5,4,5,1,2,2,2,5,4,1,1,1,2,1,2,2,2,1,1
1,5,4,2,6,5,4,4,3,1,1,1,3,5,1,4,1,1,2,2,1,2,1,1,5,5,5,5,5,5,2,2,1,-1,5,4,1,2,2,1,1,2,2,2,-2,-2
1,1,2,1,4,4,4,1,3,1,1,3,1,2,2,8,2,2,2,2,2,2,5,5,5,5,5,5,5,5,1,2,2,2,5,6,0,2,1,1,1,2,2,2,2,2
1,6,4,4,6,5,3,0,4,1,1,1,1,5,1,3,1,1,-1,1,1,-1,2,2,4,3,4,4,3,4,2,2,2,2,5,4,1,2,1,3,1,2,2,2,-2,-2
1,1,2,3,6,3,2,0,2,0,2,0,0,2,2,2,1,0,2,2,2,2,2,4,5,5,5,5,5,5,1,2,2,2,5,4,0,2,1,1,1,2,2,2,1,1
1,1,3,4,4,5,3,1,2,1,2,1,4,1,1,1,-1,-1,2,2,1,2,2,1,3,4,5,5,4,5,2,2,2,2,4,6,1,2,1,4,1,2,2,2,-1,-1
1,6,3,4,5,4,1,1,4,1,3,1,1,1,1,1,1,-1,-1,1,1,-1,1,1,0,0,4,5,4,1,2,2,2,1,4,3,0,1,1,3,1,2,2,2,-1,-1
1,3,4,4,5,5,1,1,1,1,3,1,4,9,1,1,1,-2,1,-1,1,1,1,1,4,4,1,1,1,1,5,2,2,2,5,4,1,2,1,4,1,2,2,2,-2,-2
1,6,3,3,6,5,4,1,1,1,2,2,2,2,2,1,-1,2,2,2,2,2,3,2,4,3,5,4,2,5,1,2,2,2,5,6,0,2,2,2,1,2,2,2,2,2
1,1,3,3,5,5,4,1,3,1,1,2,1,2,2,2,1,1,1,1,1,1,5,4,5,5,5,5,4,4,4,2,2,2,4,5,0,2,2,3,1,2,2,2,1,1
1,1,3,3,5,5,3,1,3,1,1,1,1,2,2,1,1,0,2,2,2,2,4,4,5,5,5,5,5,5,2,2,2,2,5,4,1,2,1,2,1,2,2,2,1,1
1,6,3,2,4,4,5,1,2,1,2,2,1,2,2,1,1,1,1,1,1,1,5,5,3,4,5,5,5,5,4,2,2,2,5,4,0,2,2,1,1,2,2,2,2,-1
1,1,3,4,5,5,1,1,5,1,2,1,2,1,1,1,2,2,2,2,2,2,1,1,0,0,5,5,5,5,5,2,2,2,4,6,0,1,1,3,1,2,2,2,-1,-1
1,8,3,4,5,5,1,1,1,1,1,1,4,1,1,1,-2,1,-1,1,-1,-1,1,1,0,0,1,1,1,1,5,2,1,-1,3,1,1,1,1,3,1,2,2,2,-2,-2
1,6,3,4,4,5,3,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,4,3,0,0,5,3,3,3,2,2,2,1,4,5,0,1,1,4,1,2,1,2,1,1
7,1,3,3,6,5,3,1,3,1,1,1,4,1,1,1,2,1,1,2,2,2,1,1,5,5,3,3,1,1,5,2,2,2,4,5,2,2,2,2,1,2,2,2,-1,-1
5,5,4,3,6,5,4,4,2,1,1,1,5,1,1,1,2,2,2,2,-1,1,2,3,5,5,4,4,1,5,1,2,2,2,5,7,1,2,1,2,1,2,2,2,1,1
4,1,2,4,4,4,1,1,3,1,3,1,1,1,1,1,-2,-1,-1,1,-1,-1,2,1,0,0,3,3,3,3,4,2,2,2,4,3,0,1,1,1,1,2,2,2,-1,-1
1,6,3,1,6,4,4,1,2,1,2,1,4,2,2,4,2,2,1,2,2,2,5,5,4,4,5,5,5,5,2,2,2,2,5,4,1,2,1,2,1,2,2,2,2,2
1,6,4,4,5,5,3,1,3,1,2,1,3,1,1,1,-1,-2,1,-2,1,1,1,1,0,0,3,3,3,3,5,2,2,-2,1,4,0,1,1,4,1,2,2,2,-2,-2
1,6,4,4,4,5,3,1,3,1,2,1,3,1,1,1,1,2,1,1,-2,1,1,1,0,0,4,4,4,4,3,2,2,1,4,6,1,1,1,4,1,2,2,2,-1,-1
1,2,2,3,5,3,3,1,4,1,1,1,4,2,2,4,2,2,2,2,2,2,2,2,0,0,5,4,4,5,1,2,2,2,4,6,1,1,1,2,1,2,2,2,-1,-1
1,5,3,4,5,5,5,4,1,1,2,3,1,2,8,8,1,2,2,2,2,2,4,4,3,3,5,5,5,5,1,2,2,2,5,6,0,2,2,3,1,2,2,2,2,1
8,1,2,4,4,4,4,1,2,1,1,1,4,4,1,9,1,2,1,2,1,-1,3,2,3,3,3,2,2,2,4,-1,1,-1,2,4,1,2,1,4,1,2,2,2,1,1
1,1,3,1,4,3,5,1,1,1,1,1,4,2,2,2,2,1,1,2,1,1,5,5,5,5,5,5,4,5,1,2,2,2,5,4,1,2,1,3,1,2,2,2,2,2
1,5,4,4,6,5,5,1,2,1,2,3,4,8,8,8,1,2,2,2,2,2,3,3,4,4,5,5,5,5,1,2,2,2,5,6,1,2,1,2,1,2,2,2,2,2
1,6,3,2,6,5,5,1,3,1,2,2,1,2,9,3,1,1,2,1,1,2,4,3,4,4,5,5,5,4,2,2,2,2,4,4,0,2,2,1,1,2,2,2,2,1
1,1,3,1,4,3,5,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,4,2,5,5,5,5,5,5,1,2,2,2,5,4,0,2,2,1,1,2,2,2,2,2
1,1,3,1,5,5,3,1,3,1,2,1,4,1,1,1,-1,0,-1,1,-2,1,1,1,3,3,1,1,1,1,4,1,1,-1,2,4,1,2,2,1,1,2,2,2,-2,-2
14,6,4,1,1,5,1,1,1,1,1,3,5,4,1,4,2,2,2,-2,-2,-2,1,1,5,5,1,1,1,1,1,-2,-2,-2,2,6,2,2,2,2,1,2,2,2,2,2
1,1,4,1,4,5,4,1,1,1,1,1,3,1,1,1,1,1,1,1,1,-1,1,1,5,5,1,1,1,1,4,1,-2,-1,2,6,1,2,1,1,1,2,2,2,-2,-1
1,6,3,4,4,5,4,1,2,1,2,1,3,1,1,4,1,-1,1,-2,1,1,1,1,5,5,3,1,2,3,5,1,1,-1,1,4,1,2,2,2,1,2,2,2,-2,-2
7,6,3,2,5,5,5,4,4,1,3,4,1,8,8,8,1,2,2,1,1,2,4,4,4,4,5,5,5,5,3,2,2,2,5,5,0,2,2,1,1,2,2,2,1,1
1,5,3,3,5,5,5,1,2,1,2,2,1,2,2,1,1,2,2,1,1,2,4,3,4,4,5,5,5,4,2,2,2,2,5,6,0,2,1,1,1,2,2,2,1,2
4,2,3,1,4,4,4,4,2,0,2,3,0,5,8,8,1,1,1,1,1,1,4,4,5,5,3,4,5,4,1,2,2,2,3,7,0,2,2,1,1,2,2,2,2,2
1,3,2,1,2,5,5,1,1,1,2,3,1,2,2,2,2,0,2,2,1,1,4,4,4,4,5,5,4,2,3,2,2,1,4,5,0,2,2,3,1,2,2,2,2,2
1,5,2,1,5,5,3,1,2,1,1,1,2,1,1,1,2,2,2,2,1,2,4,3,4,4,5,5,4,5,1,2,2,2,4,4,1,2,1,2,1,2,2,2,1,1
3,1,3,3,4,5,4,1,1,1,1,1,5,4,1,4,1,1,1,1,1,1,4,2,4,2,3,3,3,4,4,1,1,1,4,4,1,2,2,1,1,2,2,2,1,1
1,1,2,1,5,4,4,1,2,1,2,1,3,2,2,1,1,2,2,1,1,1,3,2,4,3,4,4,3,4,2,2,2,2,4,4,1,2,1,4,1,2,2,2,1,1
3,1,3,4,4,5,3,1,4,1,3,1,2,4,1,4,1,0,1,-1,1,1,4,4,5,5,4,5,3,3,2,2,2,2,4,4,1,2,1,3,1,2,2,2,2,2
12,1,2,4,4,4,5,1,2,1,2,1,4,4,1,4,1,1,2,2,1,1,5,4,5,5,5,4,3,3,1,2,2,2,5,4,1,2,2,4,1,2,2,2,1,1
1,6,4,4,5,5,3,1,2,1,2,1,1,3,3,3,1,1,2,1,-2,2,1,1,0,0,5,5,5,5,1,2,2,0,3,4,1,1,2,4,1,2,2,2,-2,-2
1,2,3,4,5,3,4,1,1,1,1,3,1,1,1,1,2,2,2,2,-1,2,2,2,4,4,5,5,5,5,1,2,2,2,5,5,0,2,1,4,1,2,2,2,1,1
1,5,3,4,4,5,4,1,4,1,1,1,4,2,1,4,2,0,1,0,1,1,1,1,5,5,5,5,4,5,2,2,2,1,5,4,1,2,1,3,1,2,2,2,-2,-1
1,6,4,4,4,4,1,1,1,1,3,3,4,1,1,1,-1,1,1,1,1,1,1,1,0,0,3,3,3,3,4,1,1,1,3,6,1,1,1,3,1,2,2,2,-2,-2
1,6,4,4,6,5,5,1,2,1,1,1,1,2,2,2,2,-1,2,2,2,1,5,5,5,5,5,5,4,5,1,2,2,2,5,4,1,2,1,4,1,2,2,2,2,2
1,8,4,2,6,5,4,1,2,1,2,2,1,2,2,3,1,2,1,2,1,1,5,5,5,5,5,5,5,5,1,2,2,2,5,6,0,2,2,4,1,2,2,2,2,2
1,6,3,1,6,5,4,3,2,2,3,4,1,2,2,1,-2,-1,-2,-1,-2,-1,1,1,2,1,3,2,1,3,5,2,1,1,3,6,0,2,2,1,1,2,2,2,-2,-2
1,1,3,4,2,5,3,3,1,1,1,1,1,1,1,4,-2,-2,-2,-2,-2,-2,1,1,0,0,1,1,1,1,5,-2,-2,-2,1,6,1,1,1,3,1,2,2,2,-2,-2
1,1,3,4,2,5,4,1,3,1,1,2,1,1,1,1,1,2,2,1,2,2,2,2,4,4,5,5,4,5,1,2,2,2,4,4,0,2,1,4,1,2,2,2,-1,-1
1,1,3,3,5,5,5,1,3,1,2,1,1,1,1,1,1,-2,2,2,1,2,2,2,3,3,5,5,5,5,4,2,2,2,5,6,0,2,1,2,1,2,2,2,-1,-1
1,1,2,2,4,5,4,1,2,1,2,1,1,2,2,2,1,1,2,1,1,2,2,2,4,4,5,5,3,4,2,2,2,2,4,6,0,2,2,2,1,2,2,2,1,-1
4,6,3,1,6,5,4,1,3,1,1,1,3,2,2,1,1,1,2,2,2,1,5,5,5,5,5,5,4,5,1,2,2,2,5,6,1,2,2,2,1,2,2,2,2,2
1,1,2,3,4,5,4,1,2,1,1,1,3,1,1,1,1,1,1,-1,-1,1,1,1,0,0,2,2,3,3,3,-1,-2,-2,2,4,0,1,2,2,1,2,2,2,-2,-2
1,1,3,4,5,5,5,1,1,1,1,2,1,2,2,1,1,-2,2,2,2,2,4,2,4,2,5,2,5,5,2,2,2,2,4,4,0,2,1,3,1,2,2,2,1,1
5,6,3,1,5,3,5,1,2,1,1,1,1,2,2,1,-1,0,1,1,1,1,4,3,3,4,4,4,4,4,1,2,2,2,5,6,0,2,1,2,1,2,2,2,-1,1
1,1,4,4,6,5,1,2,5,1,3,3,1,1,3,3,-1,2,2,1,1,1,2,2,0,0,5,5,5,5,5,2,2,2,5,5,0,1,1,4,1,2,1,2,1,1
1,1,3,4,4,5,5,1,4,1,2,1,1,2,3,3,2,2,2,2,2,2,5,4,5,4,5,5,5,5,1,2,2,2,5,4,1,2,1,3,1,2,2,2,2,2
1,6,2,3,6,4,4,1,2,2,1,1,4,4,1,4,2,0,2,2,2,2,3,3,3,3,4,5,4,5,1,2,2,2,5,6,1,2,1,2,1,2,2,2,-1,-1
1,1,4,3,5,5,3,1,3,1,2,1,2,2,3,7,1,-1,1,1,1,1,4,4,4,4,5,5,4,4,2,2,2,2,5,6,0,2,1,3,1,2,2,2,1,1
7,5,3,3,5,4,5,1,2,1,1,1,1,2,2,1,1,1,2,2,2,2,3,2,5,5,5,5,3,4,1,2,2,2,5,4,0,2,2,2,1,2,2,2,1,-1
1,1,4,4,4,5,3,1,2,1,2,1,4,1,1,1,2,2,2,2,1,1,1,2,5,5,5,5,5,5,1,2,2,2,5,4,1,2,1,4,1,2,2,2,-2,-2
1,3,3,3,6,5,3,1,2,1,1,1,3,1,1,1,0,0,0,0,0,0,2,2,4,4,5,5,5,5,1,1,2,1,5,4,0,2,2,4,1,2,2,2,-2,-2
1,1,4,3,6,5,3,4,4,1,2,2,3,2,3,3,1,0,2,1,1,2,4,4,5,5,5,5,5,5,1,2,2,2,5,5,0,2,2,2,1,2,2,2,1,2
1,1,4,4,6,5,2,1,1,1,1,1,4,1,1,1,-2,-2,2,1,1,2,2,1,2,5,4,4,3,4,2,2,2,2,5,4,1,2,1,3,1,2,2,2,-1,-1
1,1,4,4,6,5,4,4,1,1,1,1,4,1,1,1,1,1,2,-1,-2,1,1,1,2,2,5,5,5,5,4,2,1,2,4,4,1,2,1,4,1,2,2,2,-2,-2
1,2,3,4,6,5,3,1,1,1,1,1,4,1,1,4,-1,1,2,1,1,1,2,1,4,4,5,5,5,5,5,1,1,1,3,4,0,2,1,4,1,2,2,2,-2,-2
1,1,3,3,5,5,1,2,3,1,1,3,1,1,1,1,-1,0,2,2,2,2,4,3,0,0,5,5,5,5,1,2,2,2,5,5,0,1,1,2,1,2,2,2,2,2
1,6,4,4,4,5,2,1,2,1,3,1,4,1,1,1,1,1,1,1,1,1,1,1,5,5,3,3,3,3,4,2,2,2,4,4,1,2,1,4,1,2,2,2,-2,-2
1,6,3,4,5,4,4,1,3,1,2,1,1,1,1,1,-1,2,2,-1,1,2,1,1,0,0,5,5,5,5,2,2,2,2,5,4,0,1,1,1,1,2,1,1,-1,-1
1,1,3,1,3,5,2,1,4,1,2,1,1,1,1,1,1,-2,1,1,1,1,1,1,0,0,1,1,1,1,5,-1,-1,-1,3,4,0,1,1,2,1,2,2,2,-2,-2
1,6,4,4,5,4,1,1,2,1,2,1,4,4,1,4,-2,2,1,1,-1,1,1,1,3,3,4,4,4,3,5,1,1,-2,2,4,1,2,1,3,1,2,2,2,-1,-1
1,1,3,4,5,5,1,1,3,1,2,1,2,1,1,1,1,2,1,1,1,1,2,2,0,0,5,4,2,4,1,2,2,1,5,3,0,1,1,3,1,2,2,2,1,1
1,2,2,3,5,5,5,1,4,1,2,3,1,3,3,8,1,1,1,2,1,1,4,4,4,4,5,5,5,5,1,2,2,2,5,5,0,2,1,2,1,2,2,2,1,1
7,2,3,1,4,5,4,1,4,0,0,4,0,2,2,2,1,0,2,2,2,2,4,4,4,4,5,5,4,4,1,2,2,2,5,5,0,2,2,4,1,2,2,2,2,2
1,5,3,2,5,5,1,1,4,1,3,1,1,1,1,3,1,2,2,2,2,2,1,1,0,0,5,5,5,5,1,2,2,2,5,3,0,1,1,1,1,2,2,2,-1,-1
1,5,3,4,5,5,4,1,3,1,2,1,4,1,2,1,2,1,2,2,2,1,4,4,0,0,5,5,4,4,2,2,2,2,4,4,1,1,1,4,1,2,2,2,1,1
1,1,3,4,2,5,4,1,1,1,2,1,4,2,2,1,2,1,1,2,1,1,2,2,2,2,4,4,4,4,2,1,1,1,4,6,1,2,1,3,1,2,2,2,1,1
1,5,4,4,5,5,2,1,1,1,2,1,4,1,1,1,1,1,1,2,2,1,2,1,0,0,5,5,4,4,1,2,2,2,4,3,2,1,1,3,1,2,2,2,-1,1
1,1,3,4,6,5,4,1,2,1,2,3,1,1,1,1,1,1,2,1,1,1,1,2,2,4,5,5,3,4,4,2,2,2,3,6,0,2,2,4,1,2,2,2,-1,-1
1,1,3,1,5,5,1,1,2,1,2,1,1,1,1,1,1,-1,1,1,1,-1,1,1,0,0,2,1,2,2,4,2,2,2,4,1,0,1,1,1,1,2,2,2,-2,-2
1,1,4,4,6,5,4,2,3,1,3,1,4,1,1,1,1,-1,2,2,2,-1,3,1,4,4,5,5,3,5,1,2,2,2,5,4,1,2,1,4,1,2,2,2,-1,1
1,6,4,3,6,5,2,1,2,1,2,2,3,1,1,1,1,2,2,2,1,1,1,2,0,0,3,4,3,4,1,1,2,1,5,5,1,1,2,3,1,2,2,2,-2,-2
1,6,3,4,6,4,4,1,2,1,1,3,1,2,2,1,-1,0,1,1,1,1,1,1,4,4,4,5,5,5,1,2,2,2,5,5,0,2,3,2,1,2,2,2,-2,-2
6,5,3,1,6,4,2,1,4,1,2,1,4,1,1,1,2,1,1,2,1,1,1,1,3,4,4,3,3,5,4,1,1,1,4,4,1,2,1,1,1,2,2,2,-1,-2
1,1,3,4,5,4,3,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,4,4,5,5,3,4,2,2,2,1,4,6,1,2,1,1,1,2,2,2,-1,1
1,6,3,1,4,4,4,1,1,1,1,1,4,9,9,4,1,-1,-1,0,-1,-1,1,1,4,4,2,1,1,1,4,-2,-2,-2,1,4,1,2,2,3,1,2,2,2,-2,-1
1,5,3,4,4,5,3,1,2,1,2,1,1,2,1,1,-2,2,2,1,1,2,3,3,2,2,4,4,4,4,2,1,2,1,4,6,0,2,1,4,1,2,2,2,-1,-1
1,1,3,1,2,5,5,1,2,1,1,1,1,1,1,1,-1,0,2,1,2,1,4,4,4,4,3,3,3,1,1,2,2,2,5,6,0,2,3,2,1,2,2,2,1,1
1,1,3,1,4,5,1,1,4,1,2,2,1,1,1,1,2,0,1,2,2,1,2,1,0,0,5,5,4,4,1,2,2,2,5,5,0,1,2,2,1,2,2,2,-2,-2
1,3,3,3,6,4,5,1,2,1,2,2,4,4,9,9,-1,1,2,2,1,1,5,5,5,5,5,5,5,5,1,2,2,2,5,6,1,2,2,2,1,2,2,2,2,2
12,1,2,4,3,5,3,3,1,1,1,1,5,4,1,4,1,1,2,1,1,1,4,3,3,3,4,3,3,3,4,1,1,1,4,4,1,2,1,4,1,2,2,2,1,1
1,6,3,3,5,4,4,1,3,1,2,1,3,2,2,1,2,0,1,2,2,2,4,4,4,4,5,5,4,5,1,2,2,1,5,4,1,2,2,2,1,2,2,2,1,2
1,1,2,4,6,5,5,1,3,1,2,1,4,3,3,3,2,2,2,2,2,2,5,5,5,5,5,5,5,5,1,2,2,2,5,4,1,2,1,3,1,2,2,2,2,2
1,1,4,3,4,5,5,1,2,1,1,1,1,2,2,2,1,1,1,1,2,2,4,3,5,5,5,5,5,5,2,2,2,2,5,6,0,2,2,2,1,2,2,2,1,1
1,1,4,4,5,5,4,4,1,1,1,1,4,1,1,1,1,2,2,2,1,1,2,2,3,3,5,5,5,5,2,2,2,1,5,6,1,2,2,4,1,2,2,2,-1,1
1,1,3,3,6,5,4,1,3,1,3,1,2,2,3,3,2,2,2,2,2,2,4,4,4,4,5,5,5,5,1,2,2,2,5,6,0,2,1,2,1,2,2,2,1,1
1,1,3,4,5,5,4,1,3,1,2,2,4,4,3,4,-1,-1,2,2,2,1,2,2,2,2,4,4,3,4,4,1,2,1,4,4,1,2,1,2,1,2,2,2,-1,1
6,2,2,2,5,5,4,1,3,1,1,1,4,4,1,4,-1,0,2,1,1,1,4,4,4,4,4,4,4,4,1,2,2,2,3,4,1,2,1,2,1,2,2,2,1,1
1,1,2,1,5,5,5,1,1,1,1,1,3,2,2,1,2,1,1,2,2,2,5,5,5,5,5,4,3,5,1,2,2,2,5,6,1,2,2,2,1,2,2,2,2,2
6,2,2,4,4,5,5,3,1,1,1,1,3,2,2,2,1,-2,1,2,1,1,5,5,5,5,4,5,5,2,4,2,2,2,3,4,1,2,2,4,1,2,2,2,-2,-2
1,4,3,1,4,5,1,1,2,1,2,1,4,1,1,1,1,2,1,2,1,1,1,1,0,0,4,4,1,1,1,2,2,1,3,2,1,1,2,2,1,2,2,2,-2,-2
1,1,3,3,5,4,1,1,1,1,1,1,4,9,1,4,2,-2,1,-1,-1,-1,1,1,0,0,1,2,1,1,3,-1,-2,-2,1,2,0,1,1,3,2,2,2,2,-2,-2
1,6,4,1,1,5,5,1,3,1,1,1,1,2,2,2,-2,1,1,1,1,1,4,3,3,3,5,5,5,5,1,2,2,2,5,6,0,2,2,4,1,2,2,2,1,1
1,1,2,5,4,5,3,1,4,1,2,3,1,1,1,1,1,-1,1,0,1,-1,1,1,4,4,2,2,2,2,4,-1,-1,-1,3,5,0,2,1,3,1,2,2,2,-1,-1
1,6,4,4,4,5,4,4,3,1,2,1,3,1,1,1,1,1,2,2,2,-1,2,1,4,4,5,5,5,5,1,2,2,1,4,4,1,2,1,3,1,2,2,2,-1,1
1,5,3,4,5,4,4,1,4,1,1,3,4,1,1,1,1,1,2,1,1,1,1,1,5,5,5,5,5,4,1,1,2,2,4,5,1,2,1,4,1,2,2,2,-1,-1
14,4,4,1,5,5,5,1,1,1,1,1,5,2,2,2,-2,-2,-2,-2,-2,-2,5,5,5,5,5,5,1,1,5,-2,-2,-2,1,4,0,2,2,2,1,2,2,2,-2,-2
1,6,4,1,6,5,5,1,4,1,3,1,1,3,3,3,1,1,2,1,1,-1,2,2,4,3,5,5,5,5,5,-2,2,2,5,4,0,2,1,2,1,2,2,2,1,1
8,1,2,1,4,4,3,1,4,1,2,1,1,3,3,3,1,1,1,1,1,1,2,2,4,4,5,5,5,4,4,2,1,1,5,4,0,2,1,1,1,2,2,2,1,-1
1,3,3,4,5,5,4,1,3,1,1,3,1,2,2,3,1,2,2,1,1,1,4,4,4,3,5,5,5,5,1,2,2,2,5,6,0,2,2,3,1,2,2,2,2,1
